genetic,length,mass,bmi,exercise,smoking,alcohol,sugar,lifespan
77.2,178.0,73.4,23.2,3.2,3.1,3.7,7.9,78.5
76.2,173.0,99.7,33.3,3.4,1.4,0.4,6.8,76.6
83.9,166.0,69.2,25.1,4.3,2.8,5.1,4.0,84.2
74.2,192.0,103.6,28.1,4.7,16.1,1.3,8.7,72.3
81.7,178.0,103.8,32.8,1.7,7.5,4.5,2.0,80.0
77.7,172.0,119.7,40.5,4.6,6.6,1.0,8.3,77.0
87.5,173.0,69.9,23.4,3.3,20.1,4.2,12.5,83.5
79.4,173.0,59.7,19.9,1.4,21.0,0.2,6.9,75.2
84.4,176.0,112.0,36.2,1.8,4.8,0.7,3.4,83.4
82.1,180.0,123.5,38.1,1.5,14.3,0.9,2.0,78.1
80.7,190.0,73.2,20.3,2.7,9.8,0.7,8.8,79.4
83.1,202.0,71.8,17.6,2.2,5.6,1.8,8.4,82.5
81.9,205.0,70.9,16.9,2.6,8.6,0.9,1.2,80.1
79.7,195.0,96.7,25.4,0.4,2.7,3.6,2.3,77.6
74.7,208.0,79.1,18.3,1.1,8.9,1.8,8.4,71.7
74.1,180.0,125.9,38.9,1.5,0.5,0.9,8.6,72.8
85.7,173.0,54.0,18.0,0.1,0.3,0.7,2.9,85.4
91.3,183.0,67.5,20.2,1.4,10.8,1.0,7.6,89.0
72.0,161.0,80.0,30.9,2.9,6.3,5.8,10.7,71.6
84.6,195.0,85.5,22.5,1.8,14.8,0.9,7.9,81.5
85.9,181.0,92.9,28.4,0.1,21.8,1.5,5.2,82.6
84.4,189.0,51.5,14.4,1.9,13.3,0.6,7.3,81.0
78.5,173.0,99.2,33.1,0.7,14.2,0.6,3.8,73.8
82.1,170.0,99.2,34.3,1.0,0.4,5.1,9.6,79.1
76.0,201.0,104.9,26.0,1.7,10.5,0.9,3.6,72.7
79.9,170.0,86.5,29.9,1.8,8.6,5.8,7.6,75.3
78.8,198.0,57.1,14.6,1.7,21.2,4.8,4.0,74.8
89.6,170.0,66.8,23.1,3.2,18.1,0.9,10.1,86.6
79.1,177.0,94.0,30.0,2.0,16.6,2.7,5.9,77.8
82.2,176.0,87.9,28.4,1.5,21.2,3.3,6.6,74.3
77.5,161.0,113.9,43.9,1.9,4.7,2.9,7.6,74.4
82.7,197.0,80.0,20.6,3.1,15.4,4.6,4.8,78.8
80.0,208.0,54.6,12.6,0.9,3.7,3.8,6.7,78.2
80.7,184.0,59.4,17.5,0.4,15.1,3.3,4.1,76.7
81.9,192.0,106.5,28.9,2.3,0.1,4.2,4.3,81.7
73.8,206.0,135.2,31.9,0.6,14.4,2.8,4.3,69.2
79.2,197.0,52.3,13.5,3.7,1.7,4.5,3.9,78.6
86.9,177.0,87.9,28.1,3.1,17.4,1.1,2.4,83.8
87.1,202.0,116.9,28.6,2.3,20.8,0.5,7.7,82.0
74.7,182.0,79.0,23.8,2.0,0.0,4.9,6.9,74.9
84.8,201.0,95.9,23.7,3.7,19.9,1.4,11.5,81.4
86.5,189.0,80.1,22.4,4.9,10.1,5.1,6.1,86.9
92.0,195.0,100.0,26.3,3.5,0.0,1.8,2.7,94.8
85.8,193.0,78.7,21.1,4.6,5.7,0.6,4.0,89.0
73.3,184.0,76.9,22.7,1.7,20.8,0.6,8.9,66.6
87.2,172.0,60.8,20.6,0.7,2.2,0.4,5.5,86.5
76.6,178.0,73.4,23.2,0.4,6.1,4.1,6.0,73.1
77.9,194.0,62.8,16.7,0.6,9.6,4.1,7.2,74.1
85.8,201.0,76.3,18.9,2.2,17.2,4.2,4.5,80.9
76.0,199.0,86.0,21.7,1.4,19.5,1.6,9.2,71.2
79.8,177.0,80.1,25.6,3.0,11.9,1.0,7.3,77.9
90.8,194.0,66.2,17.6,1.7,2.9,3.4,11.6,89.3
76.3,184.0,58.3,17.2,2.7,18.0,0.2,3.4,73.4
92.8,181.0,108.2,33.0,2.8,19.3,0.9,9.5,86.0
72.3,206.0,67.5,15.9,2.6,1.8,3.1,6.0,72.4
81.3,207.0,66.5,15.5,3.1,12.7,4.2,5.6,78.8
82.7,184.0,54.2,16.0,2.9,6.7,0.4,8.7,81.6
75.3,182.0,83.9,25.3,3.1,7.4,4.0,11.2,73.5
77.5,179.0,135.6,42.3,3.0,17.2,5.8,4.8,72.1
79.7,188.0,70.4,19.9,2.0,9.9,2.3,10.9,75.8
79.9,199.0,110.4,27.9,0.3,0.7,5.6,7.8,78.9
84.8,172.0,91.0,30.8,2.2,0.2,0.5,4.5,85.1
82.1,213.0,73.0,16.1,1.2,21.9,0.3,4.9,77.8
88.9,178.0,108.2,34.1,2.4,0.4,5.3,7.9,89.3
82.9,190.0,56.7,15.7,1.7,16.0,3.9,4.8,80.8
84.6,165.0,112.7,41.4,4.6,2.9,0.3,2.0,86.8
86.4,170.0,63.3,21.9,1.7,0.1,0.7,11.0,86.4
87.8,180.0,82.3,25.4,0.8,5.5,4.4,5.0,86.8
86.3,173.0,76.8,25.7,3.6,9.5,1.7,12.8,84.4
79.9,180.0,105.4,32.5,2.4,2.0,4.1,6.5,79.6
81.1,161.0,59.4,22.9,3.6,4.6,0.5,8.1,83.9
73.6,174.0,73.3,24.2,4.1,13.9,0.7,10.9,73.3
88.0,189.0,107.7,30.2,2.5,21.3,0.3,7.3,88.1
77.8,200.0,109.3,27.3,1.4,6.9,0.6,4.9,75.6
93.2,160.0,98.0,38.3,3.3,20.8,0.4,9.1,88.2
71.8,180.0,111.8,34.5,3.5,2.8,5.7,8.4,71.8
73.3,200.0,74.7,18.7,4.2,0.8,1.0,8.8,75.6
82.9,190.0,102.3,28.3,2.6,11.0,1.4,2.9,80.5
78.5,170.0,146.9,50.8,4.8,15.9,3.0,9.0,74.0
76.5,186.0,65.1,18.8,2.1,1.9,1.8,6.8,76.7
93.8,185.0,154.2,45.1,2.6,5.9,0.0,4.9,91.3
69.6,162.0,95.1,36.2,2.7,16.0,5.1,11.4,66.0
82.5,178.0,105.0,33.1,1.6,19.7,0.5,5.9,75.9
83.2,181.0,62.1,19.0,3.5,22.0,3.4,4.7,81.0
71.0,199.0,96.7,24.4,5.3,17.6,0.8,6.4,68.9
77.1,195.0,68.0,17.9,1.1,13.5,4.0,7.4,72.5
97.4,188.0,56.1,15.9,3.3,15.1,4.2,10.8,95.4
91.0,167.0,90.8,32.6,2.1,11.9,1.8,8.1,85.7
82.9,167.0,138.9,49.8,2.0,1.9,4.1,6.2,79.8
87.5,188.0,124.1,35.1,2.4,4.0,0.5,5.8,86.6
70.8,170.0,115.7,40.0,2.3,1.0,4.4,7.4,69.5
99.1,196.0,92.1,24.0,1.6,13.2,3.7,7.6,95.0
86.8,190.0,101.9,28.2,0.7,21.3,0.4,5.2,82.2
97.2,192.0,102.5,27.8,4.4,20.8,4.3,5.3,93.6
82.2,192.0,59.9,16.2,1.6,14.9,0.7,3.0,77.9
72.1,173.0,88.8,29.7,1.0,4.5,4.6,6.8,71.3
81.4,187.0,71.9,20.6,0.6,17.5,0.4,6.9,77.6
76.3,175.0,88.7,29.0,4.4,15.1,0.2,5.6,74.1
84.9,176.0,90.0,29.1,0.4,8.9,2.3,6.2,80.8
89.4,183.0,93.9,28.0,1.5,5.4,2.5,6.5,87.1
88.6,170.0,83.8,29.0,1.7,6.5,5.5,6.2,87.7
76.1,176.0,146.3,47.2,1.5,5.1,0.6,4.0,72.9
85.8,177.0,65.1,20.8,1.8,10.0,0.3,6.6,83.6
84.7,172.0,85.1,28.8,0.8,14.2,0.1,5.4,80.1
87.0,208.0,80.6,18.6,2.9,18.2,1.0,5.5,86.1
81.3,168.0,65.7,23.3,2.0,14.5,2.3,11.3,78.2
94.5,205.0,115.1,27.4,3.0,20.9,0.3,10.1,91.2
98.2,188.0,111.4,31.5,3.6,8.9,4.5,7.6,95.3
81.9,196.0,106.1,27.6,2.1,10.9,0.1,8.1,80.2
80.2,179.0,133.6,41.7,3.9,6.6,3.5,9.2,80.2
75.4,167.0,89.1,31.9,3.9,11.8,5.2,6.9,73.5
84.4,181.0,50.5,15.4,2.5,14.7,1.0,6.0,80.8
85.7,182.0,89.6,27.0,3.1,0.0,5.6,4.7,86.3
86.6,177.0,92.5,29.5,1.7,21.2,4.1,8.2,77.9
95.7,190.0,77.0,21.3,1.3,17.8,0.5,7.4,91.6
82.2,192.0,133.3,36.2,1.8,20.6,2.1,7.3,76.4
79.3,180.0,82.0,25.3,4.1,19.3,0.9,1.7,78.2
80.9,173.0,92.4,30.9,1.4,0.7,0.5,8.4,81.0
79.8,170.0,114.8,39.7,2.2,18.9,0.3,11.7,73.6
92.1,184.0,64.7,19.1,2.5,12.0,1.9,3.7,91.3
84.9,191.0,115.9,31.8,1.3,16.4,4.0,5.0,79.6
84.9,197.0,109.5,28.2,5.0,20.7,0.6,7.8,83.4
72.9,183.0,72.8,21.7,3.9,5.6,4.2,4.3,73.1
77.9,169.0,56.8,19.9,1.8,20.2,2.6,2.3,73.9
87.1,185.0,139.7,40.8,1.8,0.6,1.3,11.2,86.0
84.1,167.0,104.1,37.3,1.2,7.0,2.0,3.3,80.8
80.5,174.0,123.8,40.9,1.6,21.2,5.2,11.8,73.5
77.8,205.0,71.5,17.0,3.6,6.3,1.4,11.2,78.3
80.6,206.0,60.8,14.3,0.9,11.2,0.5,7.3,78.4
79.0,192.0,87.9,23.8,3.6,5.2,3.9,8.3,79.4
83.6,183.0,83.1,24.8,2.9,11.3,0.4,8.1,83.2
87.1,208.0,51.9,12.0,1.7,3.5,2.3,3.7,86.2
83.7,193.0,113.9,30.6,3.9,3.8,3.4,11.2,82.6
83.9,194.0,93.8,24.9,3.0,8.1,1.4,4.3,84.0
74.9,190.0,133.9,37.1,1.8,21.4,0.4,10.2,67.0
76.2,175.0,81.4,26.6,2.2,20.2,4.6,6.1,72.5
76.4,180.0,76.0,23.5,4.3,13.5,3.8,3.2,73.7
84.2,169.0,134.8,47.2,1.9,11.2,3.9,9.0,78.8
86.7,192.0,90.7,24.6,4.6,0.3,0.6,8.7,90.0
70.7,183.0,56.9,17.0,4.6,3.9,3.4,8.0,72.2
84.4,193.0,112.1,30.1,3.1,11.9,2.4,6.9,83.2
90.0,197.0,126.9,32.7,3.3,0.6,4.3,4.7,91.3
78.8,183.0,53.3,15.9,1.1,13.2,2.2,9.4,75.1
89.8,198.0,76.7,19.6,3.2,15.7,3.3,7.6,86.1
80.5,167.0,82.5,29.6,3.0,18.6,2.0,5.6,75.3
80.7,179.0,99.6,31.1,1.3,20.3,0.6,5.9,72.6
73.2,166.0,74.7,27.1,1.8,16.9,4.3,4.5,70.2
74.7,212.0,87.7,19.5,3.6,14.6,0.6,6.7,71.3
96.1,188.0,132.9,37.6,2.3,6.1,0.4,5.4,94.3
81.8,200.0,131.4,32.8,1.3,7.0,2.3,6.8,79.4
72.1,186.0,78.6,22.7,3.3,15.3,0.5,5.0,67.6
84.6,189.0,65.1,18.2,2.6,10.6,5.3,9.2,81.1
78.3,158.0,65.9,26.4,4.1,2.0,4.8,5.4,79.2
79.8,194.0,52.5,13.9,1.5,13.9,3.8,3.7,73.7
79.4,201.0,152.8,37.8,2.2,6.3,2.5,7.2,77.5
65.3,188.0,84.6,23.9,2.8,13.2,0.1,5.0,63.2
90.4,181.0,79.6,24.3,1.8,7.9,0.3,7.6,88.8
68.3,197.0,85.0,21.9,2.7,21.3,5.5,7.2,63.9
82.4,169.0,74.0,25.9,2.3,7.0,3.6,7.5,81.3
84.9,163.0,88.2,33.2,2.0,1.6,5.9,7.9,84.4
71.3,175.0,114.1,37.3,3.0,8.0,1.2,3.7,69.4
84.7,195.0,77.2,20.3,1.2,2.0,1.2,8.2,83.9
88.4,162.0,83.3,31.7,1.5,16.1,0.4,2.2,85.7
92.9,176.0,128.0,41.3,2.4,9.6,0.5,7.6,90.0
81.3,190.0,106.1,29.4,1.3,2.6,1.2,7.7,81.0
79.7,182.0,128.7,38.9,4.3,0.1,3.8,4.0,78.5
87.4,204.0,92.8,22.3,2.0,14.9,5.7,7.7,83.2
87.4,184.0,61.5,18.2,1.3,10.9,1.3,11.2,84.1
77.2,197.0,54.9,14.1,1.6,7.5,0.6,2.8,75.3
92.6,181.0,87.8,26.8,4.0,0.6,3.7,4.9,95.1
90.7,190.0,95.2,26.4,2.1,1.5,0.8,7.0,90.9
68.4,182.0,56.3,17.0,2.5,0.4,1.2,3.6,69.2
100.3,189.0,121.0,33.9,3.1,19.7,1.3,11.2,95.2
88.7,200.0,59.0,14.8,1.4,0.1,2.0,10.5,88.1
75.8,214.0,54.7,11.9,3.6,13.0,0.6,8.5,73.3
68.5,191.0,83.6,22.9,3.8,3.7,0.7,4.6,70.3
85.0,180.0,102.0,31.5,2.7,7.3,0.4,8.4,83.8
80.1,193.0,68.7,18.4,0.8,9.3,0.2,7.0,77.6
80.1,172.0,60.2,20.3,0.2,19.5,1.0,7.0,74.6
83.1,167.0,98.5,35.3,2.9,0.9,0.6,4.9,84.8
85.7,193.0,95.3,25.6,2.9,8.1,0.6,10.1,85.5
81.4,201.0,161.5,40.0,3.9,0.1,4.4,5.4,82.5
78.3,177.0,69.2,22.1,2.0,1.5,2.1,4.2,79.2
75.4,168.0,86.7,30.7,2.7,11.2,2.2,6.6,70.7
99.2,178.0,61.3,19.3,1.3,15.3,1.4,6.6,93.7
78.4,192.0,103.9,28.2,4.7,16.9,4.0,4.7,76.4
83.7,183.0,91.4,27.3,1.6,6.0,0.7,4.3,82.7
80.0,167.0,91.6,32.8,1.7,4.9,1.2,11.0,78.4
83.9,172.0,66.8,22.6,0.3,7.3,0.5,5.6,81.4
87.7,192.0,59.8,16.2,0.7,21.9,0.9,5.2,81.6
84.2,191.0,70.9,19.4,3.8,8.2,0.4,8.5,85.7
88.0,187.0,95.1,27.2,2.3,4.5,1.4,4.3,87.8
77.3,157.0,54.1,21.9,2.3,19.4,5.1,12.2,71.7
78.6,194.0,80.5,21.4,1.5,9.7,5.0,6.2,78.1
85.5,188.0,75.9,21.5,2.1,17.5,3.6,11.2,81.8
81.9,184.0,103.0,30.4,3.0,16.4,0.7,5.8,79.5
83.8,199.0,114.6,28.9,2.3,5.6,5.0,11.0,83.7
72.5,197.0,121.3,31.3,1.2,21.4,0.5,3.9,67.5
81.8,163.0,68.3,25.7,2.3,13.2,0.4,6.2,79.7
70.9,187.0,141.8,40.6,3.3,10.2,0.5,3.7,69.3
79.2,203.0,59.7,14.5,1.4,17.2,0.8,5.2,75.0
97.7,189.0,104.1,29.1,1.4,9.5,2.3,8.8,93.8
83.4,180.0,73.8,22.8,0.2,8.4,1.6,5.6,79.7
73.0,185.0,52.3,15.3,4.7,0.0,0.1,8.3,75.7
78.7,166.0,111.3,40.4,1.0,1.9,0.6,3.3,77.2
86.3,208.0,78.2,18.1,2.7,0.1,2.2,5.4,87.5
77.8,170.0,86.4,29.9,2.0,9.2,2.5,10.8,76.3
79.3,172.0,80.3,27.1,2.3,11.2,5.2,4.6,77.1
85.6,190.0,66.2,18.3,3.9,0.3,1.6,4.8,87.3
82.4,189.0,124.2,34.8,3.4,16.1,0.6,6.7,79.0
82.4,188.0,81.1,22.9,2.3,14.9,1.3,5.8,78.5
98.3,187.0,61.9,17.7,1.4,18.8,3.7,6.1,92.9
85.8,190.0,108.1,29.9,1.3,6.1,1.3,10.7,84.0
80.3,173.0,62.2,20.8,2.8,19.5,1.9,7.1,75.9
77.1,176.0,52.3,16.9,2.6,7.9,0.4,3.9,76.6
99.4,185.0,93.3,27.3,2.0,17.5,0.4,7.2,96.6
79.3,200.0,115.1,28.8,2.4,3.7,4.8,10.7,78.5
84.9,201.0,104.8,25.9,1.6,4.5,0.4,2.8,84.8
71.3,202.0,95.4,23.4,3.0,1.3,3.3,6.1,71.5
93.6,176.0,61.1,19.7,0.4,8.7,4.7,3.7,90.0
87.4,190.0,76.3,21.1,2.7,0.1,0.2,5.8,89.0
87.0,188.0,102.7,29.1,1.5,5.5,4.0,4.2,85.8
71.6,213.0,154.2,34.0,2.9,8.5,3.0,5.0,69.9
92.6,179.0,84.8,26.5,1.8,16.8,1.9,6.0,89.5
93.3,181.0,72.1,22.0,2.7,20.4,5.5,8.2,85.3
85.9,199.0,143.5,36.2,3.4,22.1,1.6,3.2,80.4
90.3,170.0,101.8,35.2,2.6,10.0,1.0,13.8,88.6
78.5,174.0,85.6,28.3,3.0,2.4,0.6,7.5,80.6
82.9,177.0,63.9,20.4,2.1,7.5,0.3,3.6,82.5
66.4,201.0,68.4,16.9,2.5,11.9,0.3,10.4,62.7
73.1,181.0,77.1,23.5,2.5,9.1,0.9,3.0,71.6
78.4,167.0,54.4,19.5,4.0,5.1,4.8,2.5,77.1
88.5,183.0,52.6,15.7,1.7,6.5,0.7,12.2,86.4
78.8,182.0,70.7,21.3,1.2,0.4,4.5,9.6,77.9
78.2,176.0,96.7,31.2,5.3,15.2,0.8,6.2,77.8
83.5,177.0,68.7,21.9,1.6,0.9,0.2,3.5,84.6
88.8,163.0,117.6,44.3,1.1,4.7,0.4,12.3,85.1
66.0,178.0,83.5,26.4,2.1,15.6,0.5,8.7,63.1
98.5,172.0,112.1,37.9,2.4,2.5,2.2,8.3,96.4
78.4,205.0,99.0,23.6,2.2,0.2,5.0,10.5,77.6
79.6,174.0,100.9,33.3,1.6,19.6,0.3,6.2,73.1
66.0,185.0,63.4,18.5,2.2,5.4,2.1,2.5,65.9
76.8,196.0,81.8,21.3,2.3,1.6,0.5,4.8,77.6
80.9,180.0,107.9,33.3,3.2,0.4,0.8,6.2,80.3
96.4,205.0,71.1,16.9,1.7,5.3,2.0,4.3,95.5
98.8,198.0,78.7,20.1,2.3,19.4,0.8,6.5,97.4
71.2,192.0,89.7,24.3,2.8,3.0,5.2,6.9,69.6
87.4,182.0,99.2,29.9,2.3,3.4,5.7,3.2,87.1
77.3,186.0,87.6,25.3,1.1,0.4,3.7,7.2,77.1
73.6,194.0,108.2,28.7,1.2,21.0,4.7,3.7,69.2
80.9,207.0,63.1,14.7,3.9,0.8,0.6,4.4,83.6
64.6,174.0,74.4,24.6,5.4,0.0,0.5,2.8,68.6
95.0,179.0,58.6,18.3,2.5,6.8,1.6,4.8,95.8
79.7,200.0,60.9,15.2,0.4,9.9,4.6,6.7,74.9
90.5,186.0,84.8,24.5,2.5,3.0,1.4,4.9,91.1
84.8,198.0,88.4,22.5,4.5,2.4,0.2,6.7,86.8
78.6,193.0,89.4,24.0,1.5,15.6,1.7,5.0,72.2
91.0,191.0,76.5,21.0,1.4,0.1,0.6,5.6,91.7
67.3,194.0,81.3,21.6,2.4,2.8,0.3,6.7,67.9
80.0,190.0,109.0,30.2,3.0,5.5,0.4,10.9,79.0
91.0,171.0,133.8,45.8,2.1,11.8,0.3,6.6,86.8
88.8,178.0,62.6,19.8,4.5,0.0,0.7,4.5,92.2
81.5,185.0,152.4,44.5,1.3,0.3,5.0,4.3,77.5
80.9,183.0,103.3,30.8,1.8,6.7,0.3,1.0,80.5
84.5,199.0,92.2,23.3,2.5,13.1,4.7,0.9,80.8
86.8,183.0,161.7,48.3,3.3,0.5,1.0,4.7,85.8
69.2,175.0,52.0,17.0,2.7,21.9,0.5,8.4,65.6
77.3,158.0,88.8,35.6,1.5,0.0,1.2,7.4,77.3
82.4,169.0,128.4,45.0,0.5,18.0,3.8,8.3,74.7
99.1,185.0,76.3,22.3,2.3,0.2,5.1,5.3,99.2
79.9,165.0,105.5,38.8,1.6,9.5,0.6,7.8,76.8
86.8,197.0,110.7,28.5,0.1,0.1,6.0,3.6,84.3
79.1,193.0,100.2,26.9,2.3,10.4,1.5,4.7,77.1
89.1,192.0,80.7,21.9,0.3,6.0,4.8,5.4,87.9
74.2,166.0,117.0,42.5,3.4,1.9,0.3,10.1,73.0
88.4,178.0,66.3,20.9,0.1,19.0,4.8,4.7,83.4
72.8,208.0,65.4,15.1,2.5,6.6,0.9,3.7,73.6
86.9,196.0,82.0,21.3,2.4,19.5,1.0,9.2,80.0
74.0,197.0,68.1,17.5,1.5,15.3,0.5,2.1,71.7
79.4,172.0,114.6,38.7,2.4,0.1,1.1,6.6,79.4
83.6,159.0,119.1,47.1,2.2,0.6,1.7,9.7,81.7
89.5,191.0,127.1,34.8,2.3,0.3,1.2,10.1,89.1
88.8,170.0,85.6,29.6,0.2,13.6,4.6,4.5,83.4
79.8,188.0,141.3,40.0,4.2,17.6,0.6,8.4,75.9
70.8,178.0,120.4,38.0,3.5,17.1,4.0,8.4,64.2
75.0,175.0,86.5,28.2,1.0,2.9,1.6,8.3,73.6
76.5,193.0,57.3,15.4,2.0,13.3,3.0,6.8,73.3
66.4,185.0,64.2,18.8,1.9,2.3,0.3,13.7,66.3
64.6,208.0,92.0,21.3,2.5,5.9,2.2,8.4,63.2
70.5,186.0,98.3,28.4,0.8,8.7,0.8,6.1,66.5
84.1,202.0,113.8,27.9,1.0,7.1,5.8,12.9,82.2
76.8,163.0,67.8,25.5,1.7,17.2,2.6,3.9,71.1
78.9,162.0,107.2,40.8,1.7,2.3,0.1,9.9,77.1
78.7,185.0,106.5,31.1,2.2,13.2,0.1,2.9,76.5
83.3,188.0,133.8,37.9,4.2,18.8,1.2,2.2,82.5
71.9,195.0,98.9,26.0,3.0,5.5,1.9,5.6,72.1
83.2,168.0,92.9,32.9,2.8,15.5,0.3,9.3,79.0
77.2,172.0,56.3,19.0,0.8,21.7,0.6,9.5,74.3
75.6,193.0,127.9,34.3,2.9,1.1,1.9,9.1,76.9
88.4,177.0,98.3,31.4,1.5,14.3,1.1,7.5,83.9
75.8,181.0,98.8,30.2,1.4,9.9,0.1,3.7,74.0
82.7,176.0,59.7,19.3,2.0,8.9,2.3,3.8,80.5
82.7,159.0,84.0,33.2,3.5,0.1,0.7,7.2,82.7
80.2,169.0,84.9,29.7,3.4,12.3,0.5,3.8,80.3
90.4,164.0,97.1,36.1,2.2,0.5,4.5,4.7,89.8
93.3,188.0,72.1,20.4,2.3,17.1,0.4,4.3,89.3
85.1,170.0,138.8,48.0,1.2,0.2,1.2,4.6,82.7
92.5,187.0,83.9,24.0,1.8,6.0,0.9,4.6,91.6
84.3,184.0,99.5,29.4,2.7,21.2,2.1,6.9,80.8
100.0,207.0,76.6,17.9,1.2,0.7,0.2,8.5,99.8
83.0,201.0,70.4,17.4,1.6,17.0,4.6,11.5,80.2
92.0,186.0,75.7,21.9,1.7,14.8,0.8,5.0,89.3
87.2,166.0,81.5,29.6,2.5,0.2,0.3,7.1,87.8
82.0,170.0,65.2,22.6,2.1,16.1,0.4,9.7,79.2
86.2,187.0,77.8,22.2,5.1,6.1,0.5,11.6,88.8
86.4,181.0,63.9,19.5,5.4,14.3,3.3,5.9,84.5
89.8,168.0,52.8,18.7,1.5,0.1,5.2,11.0,90.4
81.2,177.0,104.6,33.4,2.3,15.6,5.7,4.0,73.9
89.2,162.0,88.6,33.8,1.6,13.2,0.7,7.1,86.7
82.3,193.0,77.8,20.9,4.1,11.9,4.5,3.5,82.9
83.7,188.0,64.6,18.3,2.3,15.0,0.3,8.1,79.7
77.7,167.0,100.4,36.0,1.4,10.0,4.0,5.3,74.2
83.3,177.0,107.8,34.4,2.1,20.7,0.8,11.2,78.7
83.1,192.0,95.8,26.0,1.6,6.3,1.2,9.6,80.8
77.2,196.0,92.1,24.0,2.8,1.8,0.9,5.1,78.1
84.8,202.0,66.7,16.3,3.4,20.5,0.5,8.2,79.4
85.4,201.0,107.8,26.7,1.4,20.0,4.7,8.6,79.9
83.2,173.0,74.9,25.0,1.3,0.3,2.3,9.4,82.3
86.5,181.0,87.0,26.6,1.4,3.5,4.1,3.7,85.5
77.5,193.0,89.1,23.9,1.8,1.2,1.3,5.0,78.2
86.4,184.0,107.5,31.8,3.9,17.1,1.7,13.2,81.9
76.1,185.0,88.7,25.9,2.2,3.9,0.6,4.3,76.6
73.5,187.0,73.7,21.1,3.2,12.9,1.0,9.0,70.4
87.3,201.0,88.2,21.8,4.8,11.0,4.5,6.1,84.5
76.6,189.0,88.0,24.6,1.7,15.3,0.4,8.1,74.5
81.8,160.0,79.7,31.1,3.5,11.6,2.3,4.8,80.5
75.5,200.0,117.1,29.3,4.3,12.6,3.1,7.9,72.9
91.2,174.0,51.8,17.1,4.2,1.7,1.2,9.9,95.6
80.7,213.0,75.5,16.6,1.7,14.0,0.2,6.1,79.3
85.4,186.0,57.2,16.5,1.7,19.4,0.7,7.2,81.9
81.4,180.0,135.1,41.7,2.9,4.4,3.6,7.8,79.6
81.2,167.0,61.8,22.2,4.5,4.4,0.3,10.0,83.3
77.1,178.0,66.3,20.9,1.5,21.7,1.3,7.7,72.8
78.5,180.0,107.4,33.1,1.1,19.5,5.4,6.2,69.9
81.4,160.0,87.2,34.1,3.5,0.0,0.0,3.7,84.8
69.5,188.0,87.2,24.7,2.3,4.5,1.3,6.1,69.2
75.9,213.0,60.7,13.4,1.7,0.7,2.4,5.5,76.7
71.7,177.0,110.0,35.1,0.1,19.9,5.9,4.5,62.0
84.7,175.0,124.5,40.7,0.5,0.2,0.4,2.9,83.3
80.8,186.0,70.6,20.4,2.6,3.6,2.1,6.8,79.9
80.3,200.0,88.0,22.0,2.1,4.7,1.4,8.4,80.2
89.5,200.0,79.4,19.8,0.7,6.3,3.1,3.0,88.1
79.4,200.0,107.8,27.0,1.8,0.3,0.5,5.8,79.7
85.2,194.0,74.4,19.8,1.3,19.6,4.6,8.1,78.6
65.2,213.0,100.9,22.2,0.7,11.5,0.5,6.0,63.2
77.3,195.0,83.9,22.1,1.7,15.7,1.1,10.7,73.8
88.5,169.0,120.4,42.2,2.6,0.3,1.6,6.0,88.0
91.8,199.0,80.3,20.3,2.8,11.2,5.3,4.5,90.6
74.7,213.0,62.7,13.8,1.4,6.7,1.2,2.5,73.6
79.4,173.0,67.9,22.7,1.7,2.3,1.3,9.8,79.4
97.2,184.0,51.8,15.3,2.4,14.5,0.8,4.3,94.0
89.2,199.0,135.0,34.1,1.4,2.5,1.1,10.6,88.2
84.0,196.0,69.3,18.0,2.6,6.8,3.8,8.7,82.2
66.1,194.0,155.8,41.4,4.4,18.3,0.8,3.4,61.0
92.1,195.0,142.5,37.5,2.3,20.9,0.7,6.3,86.8
74.9,172.0,100.7,34.0,1.9,0.3,2.7,8.2,74.6
78.6,184.0,109.5,32.3,3.6,7.9,2.4,5.2,77.8
77.7,201.0,100.2,24.8,2.8,21.8,0.3,3.3,77.1
77.4,197.0,76.3,19.7,3.6,1.1,0.3,3.6,80.9
82.9,160.0,93.4,36.5,1.7,14.4,5.1,4.7,78.5
77.2,192.0,86.0,23.3,1.8,4.1,0.3,2.6,76.2
84.6,184.0,132.5,39.1,2.5,11.9,0.9,9.9,79.4
72.6,172.0,85.0,28.7,1.7,15.3,3.9,3.0,68.7
99.2,185.0,72.6,21.2,1.9,0.4,4.2,4.0,99.9
82.3,173.0,151.6,50.7,2.7,0.1,5.0,6.2,80.3
85.0,180.0,133.7,41.3,2.1,10.6,1.9,9.2,80.7
79.9,186.0,139.7,40.4,1.7,16.1,3.8,5.9,74.6
98.7,160.0,71.9,28.1,2.8,10.8,4.7,3.8,97.1
92.7,176.0,98.3,31.7,1.5,11.4,0.4,7.5,89.8
73.5,168.0,96.0,34.0,2.4,12.6,4.7,8.7,72.0
77.6,188.0,86.1,24.4,1.4,18.4,0.2,5.4,75.1
80.8,186.0,58.6,16.9,2.2,22.1,4.0,8.7,74.4
67.6,173.0,121.3,40.5,3.9,1.1,0.3,10.7,68.0
79.4,193.0,67.3,18.1,0.6,7.7,0.9,6.3,77.5
75.4,190.0,65.2,18.1,2.0,13.2,3.5,5.1,73.4
86.9,196.0,93.6,24.4,3.8,0.6,4.8,11.9,87.4
79.8,167.0,142.2,51.0,3.1,0.7,0.9,5.9,78.7
